Center,Country,lat,lon,tweet20111,tweet20112,tweet20113,tweet20114,tweet20115,tweet20116,tweet20117,tweet20118,tweet20119,tweet201110,tweet201111,tweet201112,tweet20121,tweet20122,tweet20123,tweet20124,tweet20125,tweet20126,tweet20127,tweet20128,tweet20129,tweet201210,tweet201211,tweet201212,tweet20131,tweet20132,tweet20133,tweet20134,tweet20135,tweet20136,tweet20137,tweet20138,tweet20139,tweet201310,tweet201311,tweet201312,tweet20141,tweet20142,tweet20143,tweet20144,tweet20145,tweet20146,tweet20147,tweet20148,tweet20149,tweet201410,tweet201411,tweet201412,actor20111,actor20112,actor20113,actor20114,actor20115,actor20116,actor20117,actor20118,actor20119,actor201110,actor201111,actor201112,actor20121,actor20122,actor20123,actor20124,actor20125,actor20126,actor20127,actor20128,actor20129,actor201210,actor201211,actor201212,actor20131,actor20132,actor20133,actor20134,actor20135,actor20136,actor20137,actor20138,actor20139,actor201310,actor201311,actor201312,actor20141,actor20142,actor20143,actor20144,actor20145,actor20146,actor20147,actor20148,actor20149,actor201410,actor201411,actor201412
Bareilly,India,28.367035499999997,79.43043809999999,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0,3,2,2,2,5,23,3,8,18,23,9,10,14,67,37,62,82,45,15,13,18,31,53,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,3,2,2,2,4,12,2,8,4,7,7,3,4,9,11,12,13,17,8,10,11,17,20,11,0,0,0,0,0
Niamey,Niger,13.511596300000003,2.1253854,0,0,0,0,0,0,0,0,0,0,8,0,1,0,2,0,2,0,5,0,5,3,15,28,31,20,17,43,24,48,29,28,60,73,77,93,41,25,149,234,158,22,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,3,0,4,1,3,5,9,4,5,6,8,9,9,8,14,16,12,19,17,12,22,21,23,14,11,0,0,0,0,0
Bahawalpur,Pakistan,29.395721500000004,71.68333309999998,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,1,1,4,2,18,11,16,20,2,6,18,9,9,6,15,11,89,86,45,40,66,64,117,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,2,2,5,4,3,2,2,3,5,6,6,5,7,4,15,17,14,19,20,21,32,21,0,0,0,0,0
Rostov on Don,Russia,47.235713700000005,39.701505,0,0,0,0,0,0,0,0,8,129,288,525,410,548,540,549,640,526,647,750,1112,1352,1705,2218,1992,1722,1851,1958,2149,2241,1774,2198,2943,3041,2608,3613,3938,4220,4784,4876,4558,4399,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,66,98,98,125,144,157,180,174,193,226,256,312,343,415,374,377,357,390,404,420,418,385,471,540,498,620,666,662,681,704,704,762,451,0,0,0,0,0
Jiamusi,China,46.799778,130.318879,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,3,7,2,0,1,1,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,4,2,0,1,1,2,3,2,0,0,0,0,0
Salt Lake City,United States,40.760779299999996,-111.89104740000002,0,0,0,0,0,0,0,0,7,181,187,385,457,458,578,746,665,801,802,782,683,991,1214,910,1188,921,1498,1278,1494,1633,1739,1817,1845,2090,2801,4175,4904,5200,6383,6191,5677,5720,2316,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81,105,170,229,211,268,335,263,268,281,335,345,404,447,439,495,360,502,445,432,569,605,687,664,760,978,1351,1437,1375,1792,1540,1488,1532,867,0,0,0,0,0
Raleigh,United States,35.7795897,-78.6381787,0,0,0,0,0,0,0,0,19,107,269,312,326,365,459,444,428,403,441,643,779,876,953,811,1135,987,970,1227,1660,1373,1604,1732,2389,2290,2808,3435,5096,5355,5503,5838,5212,4914,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,10,75,131,147,183,214,235,235,224,231,259,333,384,428,465,406,459,422,424,491,512,502,503,620,762,740,959,1117,1280,1403,1533,1492,1381,1392,661,0,0,0,0,0
Nashville,United States,36.1626638,-86.78160159999999,0,0,0,0,0,0,0,0,2,381,539,676,669,956,1075,1020,911,1479,1136,1340,1563,1903,1686,1952,1974,1781,2205,2307,2571,3679,2936,3025,3720,3954,4763,4998,6866,7401,8502,9375,6911,9370,3127,0,0,0,0,0,0,0,0,0,0,0,0,0,2,206,279,361,386,485,618,577,514,748,636,681,814,993,858,965,980,864,1044,986,1006,1558,1315,1405,1506,1715,1967,2256,2460,2578,3180,3265,2477,3500,1450,0,0,0,0,0
Hubballi,India,15.364708300000002,75.1239547,0,0,0,0,0,0,0,0,0,0,0,3,3,12,7,2,1,2,1,14,12,3,9,5,14,2,11,9,6,8,11,11,14,5,9,19,43,55,26,148,87,53,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,2,1,2,1,7,5,3,6,4,7,2,6,6,5,4,7,9,10,4,7,13,12,13,11,28,20,15,10,0,0,0,0,0
Mysore,India,12.2958104,76.6393805,0,0,0,0,0,0,0,0,0,11,7,10,8,6,16,11,5,27,22,24,31,37,25,27,53,56,22,22,26,39,27,98,55,41,71,152,145,98,130,132,164,150,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,5,6,6,5,14,8,13,12,17,17,15,27,18,13,20,16,12,13,14,21,30,22,42,51,30,47,57,57,55,31,0,0,0,0,0
Sialkot,Pakistan,32.4924769,74.53104029999999,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,10,2,3,4,23,15,49,38,14,26,16,18,19,38,66,95,87,51,65,178,435,150,94,69,223,303,638,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,2,3,3,6,7,14,11,11,9,8,11,8,15,14,24,19,21,23,27,59,46,37,29,47,48,59,30,0,0,0,0,0
Antalya,Turkey,36.8968908,30.7133233,0,0,0,0,0,0,0,0,1,44,128,170,171,245,295,507,651,813,933,1113,1105,1631,1768,2044,2458,2069,2277,2587,2577,3326,3088,3222,3473,4284,5229,9170,11835,11526,12434,13761,14978,16121,8422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,46,57,75,111,124,182,220,289,356,439,452,584,533,688,757,710,687,761,794,982,1000,1120,1172,1449,1554,2365,2375,2314,2444,3172,3515,4115,2476,0,0,0,0,0
"Fuzhou, Jiangxi",China,27.949216999999997,116.35818200000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,5,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Natal,Brazil,-5.7792569,-35.200916,0,0,0,0,0,0,0,0,4,175,325,624,424,297,469,585,678,668,580,707,744,738,806,883,1618,634,905,899,723,649,661,657,533,631,653,982,1249,1252,1493,1658,2093,3711,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,118,143,127,143,174,158,213,218,216,231,235,278,262,283,254,227,236,263,220,233,218,196,201,224,243,356,392,347,405,467,495,650,338,0,0,0,0,0
Joao Pessoa,Brazil,-7.1194958,-34.845011799999995,0,0,0,0,0,0,0,0,22,278,600,788,864,672,878,775,911,1392,1026,1052,1170,1095,920,976,1035,919,1479,1434,1331,1116,1494,1374,1108,1181,1292,2164,2770,2594,2304,2108,2636,3704,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,3,97,144,202,227,163,173,201,224,269,278,309,342,332,279,311,348,238,280,288,307,310,368,332,296,296,345,506,642,458,519,541,580,642,428,0,0,0,0,0
Puning,China,23.2974,116.165723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,4,0,2,8,1,0,1,1,4,0,3,2,6,1,5,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,0,2,3,1,0,1,1,3,0,2,2,4,1,2,4,2,2,1,0,0,0,0,0
Zhanjiang,China,21.270746,110.35933600000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,3,4,2,6,3,2,4,9,0,2,10,7,0,0,2,3,1,4,1,5,4,6,7,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,3,2,2,2,1,3,1,0,2,3,2,0,0,2,2,1,4,1,3,3,5,2,3,2,0,0,0,0,0
Zhucheng,China,35.995653999999995,119.410103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,0
Qinhuangdao,China,39.935385,119.600493,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,3,6,1,2,1,15,3,2,1,1,0,1,1,15,6,12,7,6,4,6,12,10,5,54,4,22,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,3,1,2,1,4,2,2,1,1,0,1,1,2,3,5,4,1,3,2,3,6,4,4,3,3,3,5,0,0,0,0,0
Yichang,China,30.691966999999998,111.28647099999999,0,0,0,0,0,0,0,0,0,6,7,3,3,0,0,0,1,1,0,1,6,13,5,4,11,18,8,8,2,10,3,4,3,2,9,10,16,11,15,21,20,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,1,1,0,1,4,1,2,2,2,3,3,3,1,2,2,3,3,1,3,4,6,3,8,4,9,4,2,0,0,0,0,0
Guwahati,India,26.1445169,91.7362365,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,2,5,0,13,9,30,22,27,45,51,45,49,43,168,69,51,28,40,41,98,292,236,77,87,293,239,275,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,2,5,0,10,6,12,14,12,15,13,16,19,22,23,22,17,17,17,27,38,63,60,33,33,51,50,62,28,0,0,0,0,0
Naypyidaw,Myanmar,19.7633057,96.0785104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,5,2,7,1,0,28,3,23,9,3,10,125,10,3,23,9,11,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,4,2,3,1,0,10,1,4,5,2,5,31,8,2,3,7,9,4,4,0,0,0,0,0
Bucaramanga,Colombia,7.119349000000001,-73.1227416,0,0,0,0,0,0,0,0,0,44,67,79,122,184,164,206,242,283,451,665,969,1332,1158,1729,1889,2593,3261,2904,2971,3410,3595,3809,3915,4482,5051,8725,9876,6214,6249,6516,7390,9321,4916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,39,60,46,66,92,104,133,186,245,326,398,408,563,630,626,769,764,791,825,840,865,921,1048,1150,1932,1990,1227,1318,1405,1498,1920,1338,0,0,0,0,0
Zaria,Nigeria,11.0855409,7.719945399999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,16,30,34,63,78,77,91,84,77,251,77,95,64,40,246,141,151,209,113,217,292,174,190,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,11,19,15,14,23,23,24,31,32,35,30,30,28,21,38,32,53,59,40,56,43,58,44,30,0,0,0,0,0
Louisville,United States,38.252664700000004,-85.7584557,0,0,0,0,0,0,0,0,2,134,233,237,435,429,685,590,536,601,842,974,1172,1367,1312,1169,1304,1394,1384,1830,1504,1739,1681,2085,2658,2889,3195,3979,5386,5075,5837,5980,4834,4981,2177,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,136,156,192,201,339,310,310,297,387,423,442,519,560,547,518,557,537,644,599,636,697,724,727,842,1020,1305,1405,1378,1681,1679,1463,1516,779,0,0,0,0,0
Ufa,Russia,54.7387621,55.9720554,0,0,0,0,0,0,0,0,4,103,154,207,382,600,462,427,496,599,645,611,875,1200,1333,1898,1962,1660,1933,2418,2447,2807,2262,2490,3501,3751,4475,5146,6002,5620,6488,8749,7388,5727,2282,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,38,57,79,98,95,118,132,154,163,158,212,247,274,318,345,301,327,338,368,393,348,343,462,503,571,684,683,582,668,688,726,811,484,0,0,0,0,0
Huzhou,China,30.894347999999997,120.086823,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,3,0,1,1,3,4,2,4,9,0,0,5,1,1,4,2,8,12,11,4,7,11,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,1,2,3,2,3,4,0,0,3,1,1,4,2,3,4,3,4,3,6,6,3,0,0,0,0,0
Aligarh,India,27.897394399999996,78.08801290000001,0,0,0,0,0,0,0,0,0,1,3,2,2,4,10,0,1,2,4,4,12,16,6,12,11,14,14,16,4,8,5,8,13,13,8,47,29,45,30,61,171,182,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,1,2,2,3,4,4,5,7,10,6,3,4,4,3,4,3,6,11,5,22,15,13,18,15,29,23,17,0,0,0,0,0
Aguascalientes,Mexico,21.8852562,-102.2915677,0,0,0,0,0,0,0,0,0,55,135,88,152,109,120,350,437,301,319,395,479,540,653,713,693,645,794,1067,1256,1175,903,958,1048,1096,1418,1985,1824,1601,1703,2247,2313,2407,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,41,58,57,46,55,147,168,100,134,160,169,200,231,265,282,252,279,342,411,322,316,347,367,390,443,593,574,516,581,822,797,679,397,0,0,0,0,0
Kaduna,Nigeria,10.5104642,7.4165053,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,4,7,12,22,178,136,169,202,273,412,263,456,322,271,301,539,666,814,918,857,1779,1309,844,704,754,787,982,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,4,8,18,68,57,75,68,101,114,91,115,112,112,107,156,170,189,196,191,322,281,203,183,187,211,219,149,0,0,0,0,0
Dammam,Saudi Arabia,26.392666499999997,49.9777136,0,0,0,0,0,0,0,0,0,1,4,8,13,20,28,47,76,97,93,224,361,1153,1006,917,1151,1152,1240,1271,1724,1722,1248,1255,2277,1554,1658,3268,4286,2373,2684,3030,2708,1887,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,5,9,14,15,22,33,47,84,101,148,173,200,238,223,228,258,256,260,214,229,349,340,388,601,536,359,395,361,379,307,159,0,0,0,0,0
Mexicali,Mexico,32.6245389,-115.45226229999999,0,0,0,0,0,0,0,0,0,49,95,164,110,77,99,95,128,174,125,205,314,217,496,588,693,366,403,430,492,526,593,734,537,826,980,1235,1209,1093,1160,1666,1686,2020,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,52,43,43,39,54,67,75,72,79,79,105,117,152,155,121,124,134,184,173,198,186,181,216,272,404,364,313,369,378,351,408,236,0,0,0,0,0
Lille,France,50.62925,3.057256,0,0,0,0,0,0,0,0,3,74,85,97,107,195,215,255,323,368,331,435,770,1074,1031,1416,1725,1386,1710,1633,1964,2142,1732,1736,2503,2593,3010,3613,4423,4186,4562,3655,3837,4541,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,62,66,76,97,126,117,152,153,140,160,273,328,369,437,466,448,491,499,540,610,500,538,720,791,920,1208,1191,1152,1236,1059,1072,1144,621,0,0,0,0,0
Richmond,United States,37.540724600000004,-77.4360481,0,0,0,0,0,0,0,0,2,206,399,465,427,679,693,555,603,665,579,663,794,1008,1060,1255,1353,1127,1275,1438,1588,1733,1618,2111,2281,2238,2905,3601,5043,5245,6232,5869,4978,5131,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,146,175,174,227,281,262,253,270,281,319,383,435,467,437,461,410,435,483,449,483,514,622,594,634,788,1000,1174,1072,1367,1319,1238,1277,626,0,0,0,0,0
Odessa,Ukraine,46.482526,30.723309499999996,0,0,0,0,0,0,0,0,4,93,76,87,155,127,174,195,318,380,598,553,598,586,608,843,1063,819,862,750,668,846,1078,996,1465,1173,1325,1934,2676,2160,2485,2682,2597,2884,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,28,35,54,59,65,79,102,127,197,199,165,189,151,202,183,154,150,181,210,220,278,306,264,303,336,391,404,402,406,473,482,504,338,0,0,0,0,0
Antwerp,Belgium,51.2194475,4.402464299999999,0,0,0,0,0,0,0,0,15,158,345,367,308,336,354,340,520,482,561,513,773,806,927,869,840,646,782,1042,1019,1297,1030,1121,1606,1898,2133,2787,3067,2854,3432,3208,4148,5564,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,9,90,144,175,136,157,195,209,210,233,241,232,241,278,412,394,312,294,342,393,389,450,389,475,556,605,758,883,883,847,1086,1064,1227,1231,571,0,0,0,0,0
Xiangtan,China,27.829738,112.94404899999999,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,1,8,0,1,0,0,0,0,1,0,3,11,0,11,2,3,7,15,6,11,7,10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,1,3,0,1,0,0,0,0,1,0,2,4,0,3,2,3,4,3,5,2,3,6,1,1,0,0,0,0,0,0
Zhuzhou,China,27.827987,113.133853,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,2,1,2,1,3,0,3,2,2,2,4,4,5,2,3,8,6,7,41,57,3,4,8,42,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,2,1,2,1,3,0,2,1,2,1,4,3,4,2,3,5,2,4,6,6,3,4,5,5,8,3,0,0,0,0,0
Naha,Japan,26.2123124,127.6791568,0,0,0,0,0,0,0,0,5,163,286,391,453,1137,1171,1129,1232,1230,1284,1326,1644,1537,1646,1587,1720,1687,1801,1868,1961,2138,2443,2806,3117,2862,3046,4624,4937,5572,7156,6275,6717,7026,3954,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,110,157,168,175,204,174,209,207,226,237,376,331,326,320,327,384,377,326,342,419,429,589,681,628,715,1037,933,974,1330,999,1045,1196,798,0,0,0,0,0
Moradabad,India,28.838648100000004,78.7733286,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,1,3,24,11,5,13,18,8,7,6,2,9,4,3,274,293,192,168,183,30,68,68,186,225,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,1,2,2,5,3,8,8,5,4,4,2,6,3,3,7,5,8,8,15,11,14,19,25,17,7,0,0,0,0,0
Kisangani,Democratic Republic of the Congo,0.5185303,25.2007728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,1,1,0,0,5,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,1,1,0,0,2,3,2,1,0,0,0,0,0
Sulaymaniyah,Iraq,35.564112200000004,45.3756114,0,0,0,0,0,0,0,0,0,2,1,2,4,6,15,3,6,6,14,43,20,31,52,35,21,16,21,24,61,47,89,241,231,320,193,467,312,251,590,461,432,699,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,6,5,2,6,6,9,18,14,7,12,21,17,7,13,12,22,28,27,51,34,50,42,101,109,84,105,101,123,127,78,0,0,0,0,0
Khulna,Bangladesh,22.845641,89.54032790000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,1,0,0,1,1,2,5,3,16,2,1,1,4,2,4,2,8,17,33,14,5,10,17,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,2,3,5,1,1,1,4,2,2,2,1,4,11,4,5,7,11,6,7,0,0,0,0,0
Freetown,Sierra Leone,8.4656765,-13.2317225,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,6,0,3,9,5,12,11,7,13,10,6,1,6,22,23,25,44,24,55,93,151,128,261,226,135,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,2,7,4,6,7,5,10,6,5,1,3,8,7,13,15,15,25,20,14,11,23,32,25,9,0,0,0,0,0
Basra,Iraq,30.5081033,47.7834888,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,1,13,63,40,70,98,135,206,263,182,370,191,363,476,657,537,704,1061,1093,1591,4063,4283,3569,4745,2213,4101,1333,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,7,9,14,27,30,31,42,57,59,52,61,102,129,103,123,137,232,250,382,473,406,290,279,285,310,193,108,0,0,0,0,0
